Word	Tense	Aspect	Degree	Gender	Foreign	Person	Animacy	Case	Variant	Number	Voice	syntax	Mood	VerbForm
линейка	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015086192979415936	0.0	0.006258378778651319	0.0	0.03233853976636858	0.0	0.0
лишение	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11912896325586697	0.0	0.20767299087634217	0.0	0.06479878298720898	0.0	0.0
локоть	0.017425712445414354	0.03252197831871251	0.0	0.0009590672827336499	0.0	0.0	0.0	0.01579666253536194	0.0	0.013083064736529315	0.0	0.004139509917452711	0.0	0.024818799112074852
любовник	0.0	0.0	0.0	0.0	0.0	0.0	3.562888726693636e-05	0.018317902873220993	0.0	0.0018652848860397642	0.0	0.022278924006614576	0.0	0.0
любовь	0.0	0.0026341830412061062	0.004399856346946396	0.0	0.0	0.0026341830412061062	0.0	0.014700571399912321	0.0	0.0	0.0	0.001803256942329634	0.0026341830412061062	0.0
маньяк	0.0	0.0	0.0	0.003540676557584943	0.0	0.0	0.026690679918148552	0.011880978247300389	0.0	0.01577609903073729	0.0	0.12056167426826747	0.0	0.0
монстр	0.0	0.0	0.0	0.0014219887351545335	0.0	0.0	0.005132285763835287	0.07197177320562353	0.0	0.007395037053713915	0.0	0.08868886116082819	0.0	0.0
наволочка	0.0	0.0	0.0	0.0	0.0	0.0	0.001308200216346589	0.10054676669871543	0.0	0.00565410604305594	0.0	0.04432106428763516	0.0	0.0
название	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014656254622561371	0.0	0.000422514565665999	0.0	0.024251923439647882	0.0	0.0
наложение	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44213905822914235	0.0	0.0	0.0	0.37122620232556536	0.0	0.0
облако	0.0	0.0	0.0	1.825787908027454e-05	0.0	0.0	0.0	0.01093672970655879	0.0	0.002108003084732024	0.0	0.021247539024380924	0.0	0.0
обоснование	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008230579849144215	0.0	0.0002346439015905588	0.0	0.023903810371448397	0.0	0.0
огонь	0.009158731323740898	0.009158731323740898	0.00010106057484360331	0.0	0.0	0.0	0.0	0.005652139462696382	0.0	0.00017392543203043065	0.0	0.016634964399199648	0.0	0.009158731323740898
памятник	0.0	0.0	0.0	0.0	0.0	0.0	0.0008068759605633913	0.00406051082570813	0.0	0.0022500011822720323	0.0	0.0037964420214804395	0.0	0.0
пафос	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03330887822730155	0.0	0.0	0.0	0.020924354401788414	0.0	0.0
писк	0.0	0.0	0.0	1.733177583784773e-06	0.0	0.0	0.0	0.004977101638240389	0.0	0.0	0.0	0.07022864552800667	0.0	0.0
план	0.06216219231826314	0.0	0.0	0.0	0.0	0.0	0.0	0.045927230708995403	0.0	0.003752363498626732	0.06216219231826314	0.03190898405823406	0.0	0.06216219231826314
поколение	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014709459307637784	0.0	0.00637876230447687	0.0	0.02774589611919709	0.0	0.0
половинка	0.0	0.0	0.0	0.0005036657495405272	0.0	0.0	0.0	0.02551216930574096	0.0	0.0023803235605410755	0.0	0.018169271004167542	0.0	0.0
полоса	0.2525906813163403	0.0	0.0	0.0009987632278641856	0.0	0.0	0.0	0.06584331868111626	0.0	9.060804057936522e-05	0.0	0.046260014255574466	0.0	0.0
полость	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03262236805701224	0.0	0.0022128255208501146	0.0	0.02976617253158942	0.0	0.0
полукруг	0.0	0.0	0.0	0.0	0.0	0.0	0.0015344035601797534	0.0016277437001621653	0.0	0.00022670908859201422	0.0	0.007930109957225873	0.0	0.0
понедельник	0.0	0.0	0.0	0.0	0.0	0.0	2.6404483645880994e-05	0.27498648129733394	0.0	0.0	0.0	0.3325732732729829	0.0	0.0
поставщик	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04675243330493728	0.0	0.0035653866682588964	0.0	0.07751428587525899	0.0	0.0
поэзия	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004885772495056839	0.0	0.0	0.0	0.013080416938599182	0.0	0.0
правда	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037752328280681313	0.0	0.0	0.0	0.06371979058065824	0.0	0.0
предательство	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013926289410851278	0.0	1.1990037445230861e-05	0.0	0.015047567067519085	0.0	0.0
прецедент	0.0	0.0	0.0	0.0	0.0	0.0	0.007443221987658122	0.029914191425282066	0.0	0.0010477204884601354	0.0	0.037841750380011474	0.0	0.0
проникновение	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02404194800559023	0.0	0.0	0.0	0.06636286931823965	0.0	0.0
прорыв	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023234919993851855	0.0	8.812205023467357e-06	0.0	0.025069213715195326	0.0	0.0
путь	0.040846379373327024	0.005707331737769605	0.0	0.0	0.0	0.06780934287149387	0.0	0.02450120242489673	0.0	0.0009966148344771053	0.0	0.015050750341740193	0.01384295768388255	0.06232433956839323
размышление	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013545444152909702	0.0	0.05971236591180584	0.0	0.014394915487007554	0.0	0.0
ранец	0.0	0.0	0.0	0.0	0.0	0.0	0.012086506894833815	0.027545891247410692	0.0	0.12076773806641139	0.0	0.04038181425106402	0.0	0.0
расчет	0.0007627675579753301	0.0007627675579753301	0.0	0.0	0.0	0.014347322734279744	0.0	0.07386954532726187	0.0	0.052140420195345816	0.0	0.1143891637399268	0.0	0.0
риторика	0.0	0.0	0.0	0.005777129392688929	0.0	0.0	0.0	0.02362051058038661	0.0	0.0	0.0	0.07696398810558214	0.0	0.0
роспись	0.0	0.009470642436746557	0.0	0.0	0.0	0.0	0.0	0.08598828525097568	0.0	0.012748359602238968	0.0	0.024097732748071032	0.0	0.009470642436746557
сверстник	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004354531132551909	0.0	0.0007910587541519742	0.0	0.024630810980884488	0.0	0.0
связка	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05977612829953238	0.0	0.012143873570237496	0.0	0.06866711620142008	0.0	0.0
собрат	0.002945514498418511	0.0	0.0	0.0	0.0	0.0	0.0104559014990111	0.012919054829332755	0.0	0.07264410603737548	0.002945514498418511	0.009592587673469266	0.0	0.002945514498418511
совершенство	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005296927388842354	0.0	0.004469811016603931	0.0	0.006932671327239404	0.0	0.0
советчик	0.0	0.0	0.0	0.0	0.0	0.0	1.3395399578453038e-07	0.005341198275906289	0.0	0.001255509121635634	0.0	0.05128100094511101	0.0	0.0
союзник	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053242194907123785	0.0	0.00039475292799873163	0.0	0.013307354372390057	0.0	0.0
список	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068680399356557675	0.0	0.03098567347504555	0.0	0.009458502835723692	0.0	0.0
ссылка	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015071707228309972	0.0	0.028502216741397635	0.0	0.03432645731784878	0.0	0.0
стена	0.002650548369813377	0.002650548369813377	0.0	0.0	0.0	0.0	0.0	0.005480919998091527	0.0	0.005032593584670897	0.002650548369813377	0.0037931157869278698	0.0	0.002650548369813377
стипендия	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027455790904690636	0.0	0.008896972129746827	0.0	0.07509334968498715	0.0	0.0
стол	0.0	0.010050506338833531	0.0	0.0	0.0	0.0	0.0	0.005188521255231726	0.0	4.137043462471013e-06	0.0	0.0017226563673624629	0.0	0.0
тачка	0.0	0.0	0.0	0.0024029697635145064	0.0	0.0	0.0	0.11737474496162092	0.0	0.015476133528737446	0.0	0.12902457527189692	0.0	0.0
тупик	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10868468736275472	0.0	0.0028145404403842056	0.0	0.03614106778825854	0.0	0.0
увольнение	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07816246398463189	0.0	0.0009632570264360707	0.0	0.013171311320687162	0.0	0.0
углеводород	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006066426072508846	0.0	0.2142913841286015	0.0	0.02708840979627969	0.0	0.0
удобство	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018891254334196916	0.0	0.063506337203176	0.0	0.022146084372533292	0.0	0.0
уклад	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01496466087059789	0.0	0.00013703324442970732	0.0	0.015315617105258084	0.0	0.0
университет	0.0023273912263995777	0.0023273912263995777	0.0	0.0	0.0	0.0	0.0	0.02201362738902013	0.0	4.284306900892432e-05	0.0	0.0088934047671122	0.0	0.0
установление	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004934668510181983	0.0	0.031754032293003	0.0	0.02178908643494115	0.0	0.0
фаворит	0.0	0.0	0.0	0.0	0.0	0.0	0.013168150464615724	0.03534708763499117	0.0	0.02818509611937514	0.0	0.08167259992777265	0.0	0.0
формат	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16533061026884133	0.0	0.0024129351952988376	0.0	0.03559454508015758	0.0	0.0
формула	0.0	0.0	0.0	9.598361460549931e-05	0.0	0.0	0.0	0.012335153349126493	0.0	0.024447812811673297	0.0	0.034080877702272305	0.0	0.0
хозяйка	0.0	0.0	0.0	0.0	0.0	0.0	0.00043236503269783455	0.0008396439823010748	0.0	0.00043372791415707823	0.0	0.0019109655385126656	0.0	0.0
хор	0.0	0.0	0.0	0.0	0.0	0.0	3.046770744252747e-06	0.02014175492735626	0.0	0.0063013674903200645	0.0	0.01601067026416436	0.0	0.0
хрен	0.0	0.0	0.0	0.024034168465722372	0.0	0.0	0.006911969783887861	0.2352513970171053	0.0	0.007946901069948886	0.0	0.1836319385561671	0.0	0.0
цензура	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004111585617113778	0.0	0.0	0.0	0.025415282410758633	0.0	0.0
центр	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010584218404030676	0.0	0.0019821337354535284	0.0	0.018034119989896236	0.0	0.0
цифра	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014416489986018521	0.0	0.0015848203159855023	0.0	0.012924546280452809	0.0	0.0
частица	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0437936875216699	0.0	0.17845021389700988	0.0	0.029088284383562812	0.0	0.0
чек	0.0	0.0	0.0	0.0018390397921995705	0.0	0.0	0.005119483588187146	0.007136563047039468	0.0	0.0021173905306116625	0.0	0.006751012143643931	0.0	0.0
штаб	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009021087647823833	0.0	0.0015944530590467076	0.0	0.004250616084549463	0.0	0.0
эшелон	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14138912075183663	0.0	0.008967760496264243	0.0	0.06134336217835912	0.0	0.0
юбилей	0.0	0.003902687025138518	0.0	1.5603241354522623e-06	0.0	0.0	9.04284534219979e-06	0.07854975882642534	0.0	0.00026004244416300004	0.0	0.05106507485856604	0.0	0.0
ядро	0.0	0.0	0.0	0.003562594554437859	0.0	0.0	0.0	0.026164443621390254	0.0	0.023574024884407074	0.0	0.045783760596852296	0.0	0.0
ясли	0.0	0.0	0.0	0.0003795843645938435	0.0	0.0	0.0	0.006237808058453531	0.0	0.002478658648375376	0.0	0.0023759973283262736	0.0	0.0
